證券代碼,簡稱,年月,每股盈餘,ROE(A)－稅後,ROE(B)－常續利益,營業毛利率,營業利益率,稅前淨利率,稅後淨利率,業外收支/營收,貝里比率,常續利益率－稅後,營業費用率,現金流量比率,每股淨值(A),每股現金流量,每股營業額,每股營業利益,每股稅前淨利,營收成長率,營業利益成長率,稅前淨利成長率,稅後淨利成長率,經常淨利成長率,常續淨利成長率,總資產成長率,淨值成長率,總資產報酬成長率,流動比率,速動比率,淨值/資產,負債比率,總負債/總淨值,長期資金適合率(A),營業利益 /實收資本比,稅前純益 /實收資本,營運資金,存貨及應收帳款/淨值,應收帳款週轉次數,總資產週轉次數,自由現金流量(D),淨營業週期（日）,淨值週轉率（次）,固定資產週轉次數,當季季底P/B,當季季底PSR,季底普通股市值
2419,仲琦,202003  ,-0.1,-0.26,0.02,27.45,2.65,0.86,-1,-1.79,110.69,0.08,24.8,-8.39,15.29,-0.89,4.52,0.12,0.04,-43.9,-19.15,-71.87,-133.02,-133.02,-96.98,4.97,43.89,-0.67,224.7,146.95,57.62,42.38,73.55,479.79,1.17,0.38,4268566,57.37,5.26,0.6,121313,136.63,1.05,4.88,1.18,0.63,5790154
2420,新巨,202003  ,0.62,2.99,3.01,36.74,16.1,21.05,17.17,4.95,178.03,17.28,20.63,9.97,20.83,0.89,3.62,0.58,0.76,-14.2,-30.09,-26.86,-24.57,-24.57,-23.72,4.6,0.03,-0.54,170.76,114.73,54.61,45.39,83.11,346.87,5.83,7.62,960804,34.3,4.95,0.38,8734,128.55,0.7,1.71,1.38,1.7,4373365
2462,良得電,202003  ,-0.23,-1.27,-0.84,6.65,-4.25,-4.53,-4.61,-0.28,60.99,-3.05,10.9,20,17.74,2.11,4.94,-0.21,-0.22,-28.69,-65.93,-398.85,-389.8,-389.8,-87.04,-11.7,-2.42,-0.99,181.9,129.11,58.64,41.36,70.53,264.5,-2.09,-2.23,1231107,80.29,1.66,0.62,23057,228.88,1.1,2.77,1.38,0.79,3476610
2464,盟立,202003  ,0.72,3.4,3.4,19.62,5.73,7.85,6.69,2.12,141.22,6.69,13.89,3.21,21.43,0.96,10.73,0.61,0.84,-38.18,-52.34,-38.71,-33.98,-33.98,-33.87,-18.45,-3.97,-0.61,139.22,51.03,37.81,62.19,164.47,204.12,6.15,8.42,2295227,63.27,9.65,0.74,-505838,-21.04,2.03,3.68,1.42,0.53,5944142
2465,麗臺,202003  ,-0.22,-4.29,-4.82,12.31,-0.85,-0.76,-1.54,0.09,93.55,-1.74,13.16,-4.87,5.58,-0.9,14.47,-0.12,-0.11,-5.53,-189.36,-173.78,-450.6,-450.6,-510.73,4.09,-10.88,-1.02,105.44,40.02,20.36,79.64,391.23,160.84,-1.23,-1.11,53658,251.2,13.52,2.3,19418,62.59,11.1,15.91,1.15,0.1,342957
2466,冠西電,202003  ,-0.22,-2.05,-2.12,16.58,-19.68,-33.26,-22.62,-13.58,45.72,-23.49,36.26,6.94,10.18,0.27,0.95,-0.19,-0.32,-78.83,-36.72,-39.95,3,3,-0.25,-4.66,-6.85,-0.05,303.3,184.21,40.17,59.83,148.97,455.29,-1.88,-3.17,1238501,62.2,1.47,0.15,-210587,593.2,0.36,0.86,3.16,2.89,5026138
2454,聯發科,202003  ,3.64,1.81,1.83,43.11,9.53,11.06,9.54,1.52,128.39,9.64,33.58,1.55,206.35,1.23,38.47,3.67,4.28,15.44,83.11,68.06,69.92,69.92,77.25,11.72,14.36,0.51,213.22,184.48,70.23,29.77,42.39,859.99,36.49,42.33,140861968,17.67,9.33,0.53,1776471,58.44,0.76,6.29,1.6,2.05,520742358
2455,全新,202003  ,0.76,4.86,4.86,40.99,25.62,27.19,21.71,1.57,266.7,21.71,15.37,24.2,16.07,1.31,3.51,0.9,0.96,37.84,51.18,55.04,54.86,54.86,54.86,6.04,3.53,1.47,186.35,144.01,67.9,32.1,47.27,135.57,9,9.55,867137,27.51,5.35,0.6,-28518,80.24,0.9,1.04,4.88,5.36,14515043
2456,奇力新,202003  ,1.02,1.19,1.26,27.87,10.16,10.63,8.44,0.47,157.38,8.95,17.71,-4.01,92.42,-1.68,12.73,1.29,1.37,-11.19,-28.28,-21.38,-14.88,-14.88,-9.58,-7.66,-8.49,-0.23,142.46,100.37,61.44,38.56,62.76,299.22,13.51,14.14,4510891,37.63,2.68,0.34,693713,226.09,0.56,1.39,0.88,1.33,20631472
2457,飛宏,202003  ,-0.48,-3.34,-3.39,11.5,-11.16,-9.2,-10.1,1.96,50.75,-10.23,22.66,3.59,14.08,0.26,4.74,-0.53,-0.44,-41.75,-151.56,-165.95,-92.67,-92.67,-120,-8.32,-7.12,-0.84,217.99,157.71,54.83,45.17,82.37,232.54,-5.29,-4.36,2938111,52.64,3.82,0.7,-174470,52.98,1.32,2.36,0.41,0.21,1965344
2458,義隆,202003  ,0.18,0.56,6.34,47.28,23.29,3.13,1.98,-20.16,197.21,22.37,23.98,19.31,26.47,1.74,7.57,1.76,0.24,17.31,48.18,-85.55,-88.61,-88.61,63.37,8.34,13.57,-2.93,322.21,262.64,71.02,28.98,40.8,1012.58,16.91,2.27,5834979,35.54,7.08,0.79,-818470,81.12,1.13,11.4,3.31,2.6,25495532
2459,敦吉,202003  ,0.77,1.87,2.28,18.78,8.54,8.11,6.18,-0.43,183.35,7.56,10.24,17.08,38.76,4.53,12.97,1.11,1.05,-20.67,36.23,15.95,-1.66,-1.66,51.39,-3.47,-10.89,-0.05,207.41,188.02,54.1,45.9,84.83,281.06,11.04,10.49,3019786,44.7,3.19,0.66,1017222,90.61,1.21,2.91,0.96,0.54,3923595
2467,志聖,202003  ,0.56,3.57,3.13,50.48,11.28,13.28,12.18,2,128.79,10.7,39.2,20.59,16.31,3.4,5.13,0.58,0.68,-31.64,-25.89,-19.08,0.43,0.43,-10.94,-7.79,-12.54,-0.01,172.28,140.12,42.2,57.8,136.97,442.59,5.79,6.81,1779421,106.45,1.34,0.49,-118293,231.56,1.17,4.09,1.54,0.92,3737585
2468,華經,202003  ,0.2,1.25,1.25,10.93,2.45,3.25,2.66,0.8,128.86,2.66,8.48,17.37,16.49,1.22,7.68,0.19,0.25,37.39,180.98,94.78,102.12,102.12,102.13,7.37,1.5,0.36,243.84,125.67,69.6,30.4,43.68,376.71,1.88,2.5,708610,44.96,4.85,1.21,24,49.15,1.88,7.83,0.78,0.38,902497
2471,資通,202003  ,0.11,0.71,0.71,30.82,-0.28,3.1,2.81,3.38,99.09,2.81,31.1,-8.15,15.83,-0.55,3.97,-0.01,0.12,15.97,-188.76,-28.51,-22.99,-22.99,-22.99,7.78,2.22,-0.15,335,283.87,62.13,37.87,60.96,10724.3,-0.11,1.23,748317,13.51,7.3,0.61,6943,19.67,1,107.13,1.17,1.17,874181
2472,立隆電,202003  ,0.92,3,3.23,25.59,12.47,13.31,10.74,0.84,195.04,11.58,13.12,32.87,26.73,8.44,10.81,1.35,1.61,-4.48,6.63,-2.03,3.56,3.56,13.86,-4.57,-4.07,0.09,182.51,134.82,54.76,45.24,82.6,184.6,15.13,16.14,2738191,57.45,2.95,0.61,70,177.71,1.12,1.67,1.02,0.51,3540601
2474,可成,202003  ,5.09,2.61,2.67,24.36,16.09,30.53,22.3,14.44,294.58,22.82,8.27,8.44,198.18,9.92,23.13,3.72,6.98,11.47,16.54,74.41,131.38,131.38,144.12,-2.96,-1.97,0.79,216.05,200.27,62.3,37.7,60.52,392.17,36.79,69.82,105055019,19.49,3.51,0.29,-107925,131.89,0.47,1.76,0.99,1.61,150611441
2476,鉅祥,202003  ,-0.2,-0.56,1.89,25.35,6.7,-1.27,-2.77,-7.97,135.67,9.34,18.69,3.05,24.09,0.31,5.6,0.38,-0.07,-15.32,-17.42,-111.99,-138.31,-138.31,72.79,0.39,-6.08,-1.35,313.51,264.38,66.24,33.76,50.97,420.46,3.75,-0.71,3972085,36.07,3.72,0.54,98047,141.84,0.81,3.42,0.76,0.71,3403411
2460,建通,202003  ,-0.54,-4.17,-3.78,-9.87,-24.92,-27.61,-18.53,-2.69,-65.64,-16.79,15.04,11.35,12.41,1.45,2.95,-0.73,-0.8,-37.12,-761763,-216.41,-177.78,-177.78,-180.94,-17.5,-18.97,-1.08,136.26,92.66,42.89,57.11,133.16,151.57,-7.2,-7.98,786065,75.65,2.03,0.37,100126,257.69,0.9,1.12,0.56,0.37,1167480
2461,光群雷,202003  ,0.02,-0.17,-0.23,20.63,0.56,0.32,-0.47,-0.24,102.79,-0.65,20.07,2.08,15.71,0.3,7.72,0.04,0.02,-4.75,-85.03,-62.21,-25.27,-25.27,-30.92,-0.49,-7.5,-0.01,204.82,152.34,46.75,53.25,113.89,380.64,0.41,0.23,2324823,73.2,3.2,0.68,-30760,138.01,1.44,3.96,0.86,0.4,2031381
2485,兆赫,202003  ,0.03,0.09,0.15,2.22,-6.97,0.61,0.42,7.57,24.13,0.67,9.19,1.05,20.75,0.06,4.58,-0.32,0.03,-18.83,-23.3,112.72,110.42,110.42,116.87,-1.68,-4.77,0.88,312.06,219.3,76.27,23.73,31.1,263.37,-3.19,0.28,3913946,61.01,2.3,0.68,11133,163.39,0.88,2.32,0.65,0.57,4257033
2486,一詮,202003  ,-0.38,-2.68,-1.76,6.98,-8.27,-10.94,-9.51,-2.67,45.79,-6.27,15.25,4.12,14.27,0.52,4.08,-0.34,-0.46,0.88,-0.82,-34.45,-40.18,-40.18,10.97,-7.59,-11.38,-0.36,125.27,96.4,50.08,49.92,99.67,146.37,-3.37,-4.46,628948,68.98,2.37,0.57,12425,171.45,1.13,1.67,0.42,0.32,1169337
2488,漢平,202003  ,-0.29,-1.14,0.19,21,-5.08,-10.64,-12.18,-5.56,80.53,2.07,26.07,8.19,25.6,0.75,2.43,-0.12,-0.26,-62.83,-120.6,-128.64,-142.47,-142.47,-89.18,0.24,-1.97,-2.57,326.42,286.43,67.4,32.6,48.36,499.78,-1.24,-2.59,1650930,16.11,5.1,0.25,-58544,125.06,0.37,1.86,1.01,0.93,2063974
2489,瑞軒,202003  ,-0.4,-2.72,-1.52,7.9,-7.27,-11.8,-10.84,-4.53,52.06,-6.06,15.17,6.14,14.13,0.31,3.68,-0.27,-0.43,3.63,-333.33,-4894.78,-4967.81,-4967.81,-190.36,-13.24,-5.23,-1.76,280.34,228.03,71.79,28.21,39.29,422.29,-2.67,-4.34,7291346,30.51,5.33,0.71,156325,25.21,1.01,4.32,0.46,0.34,5285134
2491,吉祥全,202003  ,0.06,0.27,0.27,18.62,-18.96,10.63,9.71,29.59,49.55,9.71,37.58,-21,12.56,-0.38,0.61,-0.12,0.06,-41.38,-53.91,-53.01,-57.1,-57.1,-57.1,-5.28,147.93,-0.78,1273.67,1056.88,91.71,8.29,9.04,47293.7,-1.15,0.65,1731722,20.11,3.77,0.1,14501,715.44,0.11,57.2,0.57,2.03,584717
2492,華新科,202003  ,1.35,1.97,2.29,26.27,15.76,14.83,11.1,-0.94,250.02,12.9,10.51,8.72,67.84,3.14,13.14,2.07,1.95,-23.05,-63.23,-68.85,-71.14,-71.14,-65.26,-4.15,-14.18,-2.69,158.71,131.27,58.92,41.08,69.73,231.5,20.71,19.48,10256792,32.32,3.5,0.42,2885516,138.48,0.71,1.42,2.38,2.77,78213800
2493,揚博,202003  ,1.01,5.13,4.35,29.3,17.68,22.78,19.09,5.1,252.14,16.2,11.62,-0.04,19.05,0,5.31,0.94,1.21,3.57,26.25,76.29,93.7,93.7,32.87,-3.02,-12.23,1.66,233.23,162.93,62.25,37.75,60.65,449.17,9.4,12.1,1588702,82.18,2.61,0.71,298507,217.86,1.07,5.01,1.39,1.21,3026859
2495,普安,202003  ,-0.91,-6.1,-0.41,38.46,-14.87,-103.62,-103.62,-88.75,72.12,-6.9,53.32,1.17,14.43,0.04,0.88,-0.13,-0.91,-25,-349.13,-290.19,-337.58,-337.58,-266.75,-1.67,-6.25,-6.78,463.93,413.18,79.95,20.05,25.08,653.33,-1.3,-9.08,3320563,14.19,4.95,0.19,-4626,266.25,0.24,1.58,0.75,2.29,2970118
2496,卓越,202003  ,0.82,1.79,1.79,44.47,8.62,8.5,7.17,-0.11,124.04,7.17,35.85,-10.99,46.32,-2.75,10.63,0.92,0.98,-6.89,-27.09,-24.77,-34.21,-34.21,-34.3,-7.22,0.03,-0.42,55.01,44.07,57.29,42.71,74.54,266.75,9.87,9.74,-194560,10.32,14.07,0.55,9065,23.41,1,2.58,1.14,1.05,907868
2497,怡利電,202003  ,-0.23,-1.9,-1.92,16.65,-12.24,-6.42,-6.59,5.83,57.63,-6.66,28.89,3.29,11.64,0.26,3.44,-0.42,-0.22,-23.91,-298.23,-177.13,-231.5,-231.5,-232.86,-7.83,-6.02,-1.72,134.66,94.43,51.31,48.69,94.89,179.54,-4.21,-2.21,326884,53.31,4,0.59,63020,135.43,1.15,1.75,1.17,0.78,1621593
2498,宏達電,202003  ,-2.05,-4.98,-4.66,26.25,-139.25,-127.59,-127.38,11.65,15.86,-119.4,165.49,-19.79,40.24,-3.62,1.62,-2.26,-2.07,-54.83,32.28,30.93,31.02,31.02,33.39,-25,-23.73,0.95,213.08,184.21,68.18,31.82,46.67,426.14,-22.61,-20.72,16951152,6.87,12.59,0.11,-130129,-378.93,0.16,0.68,0.71,2.77,23254034
2501,國建,202003  ,-0.15,-0.74,-0.72,22.37,-19.67,-24.25,-21.36,-4.58,53.21,-20.83,42.05,-11.71,20.5,-2.26,0.73,-0.14,-0.18,-54.67,-392.55,-375.91,-462.52,-462.52,-2454.68,6.42,-5.38,-0.39,158.94,18.51,42.21,57.79,136.94,655.64,-1.43,-1.76,13196513,126.85,14.22,0.06,-374173,3823.88,0.14,0.73,0.84,1.89,20002427
2504,國產,202003  ,0.19,1.31,1.3,11.68,7.44,7.45,7.14,0.01,275.03,7.11,4.25,10.73,14.84,0.63,3.34,0.25,0.21,-8.74,1524.55,3.34,11.84,11.84,703.34,-2.77,2.1,-0.01,162.02,144.97,61.01,38.99,63.9,357.77,2.11,2.12,5065065,36.09,2.1,0.44,147874,126.08,0.73,1.96,0.75,0.82,15304250
2505,國揚,202003  ,-0.04,-0.37,-0.33,23.6,-7.02,-13.49,-13.61,-6.47,77.08,-12.1,30.62,-2.96,11.7,-0.44,0.59,-0.04,-0.04,157.45,46.2,40.02,38.85,38.85,48.27,2.67,-2.74,0.09,162.88,18.3,43.83,56.17,128.13,11474.6,-0.23,-0.44,6534583,175.69,10.59,0.05,81800,7176.95,0.11,12.55,1.53,6.07,12503647
2477,美隆電,202003  ,-0.03,-0.22,0.49,23.5,1.36,1.41,-1.42,0.04,106.16,3.17,22.13,7.61,16.08,0.54,2.75,0.04,0.04,-28.42,-80.84,-90.92,-111.68,-111.68,-63.62,10.92,-1.13,-1.21,290.34,241.44,54.01,45.99,85.16,413.85,0.37,0.39,2698603,25.42,3.74,0.34,-332058,85.92,0.62,2.1,1.24,1.08,3944498
2478,大毅,202003  ,1.67,4.31,4.46,23.39,16.06,18.28,21.2,2.22,319.04,21.95,7.33,10.74,38.26,1.48,7.68,1.23,1.43,5.08,-2.07,22.81,120.11,120.11,116.82,-5.18,-10.22,1.75,226.59,137.43,69.83,30.17,43.2,180.02,12.19,13.88,2454757,54.6,3.22,0.56,57347,220.96,0.81,1.32,1.38,1.64,7494797
2480,敦陽科,202003  ,1.22,4.96,4.96,25.45,11.91,12.74,9.95,0.83,187.9,9.95,13.55,1.57,23.07,0.37,12.3,1.46,1.57,-6.09,-0.14,2.1,6.08,6.08,6.08,6.96,-12.67,0.17,168.07,76.43,48.45,51.55,106.39,544.19,14.64,15.66,1705498,74.76,11.93,1.03,474311,96.51,1.99,11.58,2.3,1.04,5637080
2481,強茂,202003  ,0.31,1.57,1.54,19.81,5.23,6.12,4.55,0.88,135.92,4.46,14.58,3.84,17.75,0.66,6.44,0.34,0.39,4.43,-3.14,-8.13,-24.41,-24.41,-12.81,0.56,-13.06,-0.42,158.03,120.42,37.99,62.01,163.23,310.86,3.36,3.93,3304948,81.92,2.56,0.55,340445,133.36,1.38,2.74,1.08,0.69,6373388
2482,連宇,202003  ,0.26,2.08,2.66,46.37,9.24,9.15,6.33,-0.09,124.89,8.1,37.13,-3.18,12.59,-0.19,4.08,0.38,0.37,11.99,292.59,365.93,280.96,280.96,288.25,6.18,6.51,2.16,220.79,132.97,63.03,36.97,58.65,399.5,3.77,3.74,441491,53.89,9.35,0.84,-1188,167.55,1.31,4.77,0.78,0.6,608306
2483,百容,202003  ,0.61,2.84,0.36,20.3,-0.61,18.85,17.51,19.45,97.1,2.23,20.9,4.36,21.15,0.45,3.55,-0.02,0.66,-14.35,-333.64,-11.78,6.17,6.17,191.88,-1.86,-5.61,0.08,159.29,129.14,61.82,38.18,61.77,178.43,-0.21,6.59,681737,28.34,4.29,0.41,-134346,117.11,0.65,1.06,0.77,1.05,1803073
2484,希華,202003  ,0.24,1.28,1.28,21.62,6.72,8.88,7.09,2.16,145.11,7.09,14.9,13.74,18.1,0.37,3.31,0.22,0.29,-4.24,33.77,30.68,19.72,19.72,19.72,-9.78,-7.76,0.15,424.54,288.2,76.04,23.96,31.5,295.37,2.23,2.94,1375576,41.16,3.22,0.55,59694,185.54,0.72,1.96,0.86,1.09,2478997
2515,中工,202003  ,0,0.01,0.11,8.17,3.38,0.56,0.04,-2.82,170.47,0.77,4.79,-3.97,12.77,-0.43,1.87,0.06,0.01,-13.87,-58.44,-91.47,-99.28,-99.28,-84.77,4.86,-3.3,-0.33,211.05,51.37,46.49,53.51,115.11,714.8,0.63,0.1,18281068,118.04,7.11,0.27,557131,653.02,0.58,3.46,0.46,0.74,8955759
2516,新建,202003  ,0.04,0.33,0.33,1.32,-2.7,0.82,0.82,3.51,32.94,0.82,4.02,-9.1,10.91,-1.79,4.4,-0.12,0.04,-43.99,-106.74,218.06,218.06,218.06,211.33,-19.99,1.64,0.16,121.5,40.38,35.18,64.82,184.27,483.54,-1.19,0.36,959610,9.25,20.12,0.54,33406,-208.57,1.62,7.77,0.38,0.14,930003
2520,冠德,202003  ,0.61,2.53,2.65,25.78,14.45,11.84,9.47,-2.61,227.55,9.94,11.33,-0.35,26.22,-0.23,7.9,1.14,0.94,28.35,64.3,79.84,102.81,102.81,114.49,4.81,7.58,0.31,143.77,23.1,25.87,74.13,286.49,324.13,11.18,9.16,14284681,225.73,14.14,0.28,-136102,887.56,1.07,2.33,0.89,0.71,11562003
2524,京城,202003  ,1.08,3.05,3.14,38.78,30.55,25.93,24.04,-4.62,471.36,24.81,8.23,10.07,36.19,3.4,4.63,1.42,1.16,59.58,-4.37,-13.46,-12.41,-12.41,-9.55,2.55,12.11,-0.08,260.78,3.52,39.19,60.81,155.17,2556.73,13.65,11.59,20841772,239.48,74.12,0.19,-816405,2745.08,0.51,8.03,0.85,1.76,11680076
2606,裕民,202003  ,-0.46,-1.5,0.11,1.79,-3.36,-20.22,-20.35,-16.86,34.71,1.53,5.14,6.56,29.3,1.29,2.25,-0.08,-0.46,-7.88,-167.57,-493.75,-526.27,-526.27,-48.21,-7.7,-8.07,-0.83,152.06,146.43,40.74,59.26,145.47,157.06,-0.76,-4.55,8649740,1.54,22.2,0.12,2630650,6.78,0.29,0.27,0.89,2.27,21971430
2527,宏璟,202003  ,0.2,0.6,0.6,35.07,11.8,7.94,7.63,-3.85,150.69,7.61,23.28,1.65,27,0.41,2.41,0.28,0.19,-1.44,22.73,70.19,108.31,108.31,114.19,-19.68,0.51,0.11,146.05,3.88,44.78,55.22,123.31,1370.76,2.75,1.85,2980891,118.85,62.04,0.15,36796,1786.14,0.32,3.41,0.67,0.74,4757386
2528,皇普,202003  ,-0.25,-2.35,-2.35,-36.51,-109289,-108925,-108925,363.49,-0.03,-108879,109252,-34.31,10.41,-3.74,0,-0.21,-0.25,-97.69,-328.8,-290.06,-288.01,-288.01,-300.81,41.77,16.67,-0.59,314.6,15.27,30.15,69.85,231.69,190267,-2.48,-2.48,6475948,290.81,0.11,0,1272418,7.90836e+006,0,0.07,1.67,N.A.,4821279
2530,華建,202003  ,-0.08,-0.72,-0.4,100,-483.54,-1095.62,-1095.62,-612.09,17.14,-612.95,583.54,2.64,11.41,0.18,0,-0.02,-0.09,-43.54,18.41,-105.9,-105.9,-105.9,19.6,1.66,-4.76,-0.27,276.77,16.45,64.6,35.4,54.79,2842.4,-0.4,-0.9,3201829,130.03,2.33,0,-5466,N.A.,0,0.07,1.36,497.66,4210194
2534,宏盛,202003  ,0.4,1.68,1.66,55.25,36.16,34.26,34.48,-1.89,289.35,34.15,19.09,-3.6,23.84,-0.9,1.45,0.52,0.4,-38.29,-17.32,-14.54,-9.21,-9.21,-10.1,-2.97,-2.02,-0.05,136.75,5.98,46.88,53.12,113.32,346435,4.17,3.95,5394520,126.07,17.61,0.09,4915773,4220.74,0.19,590.2,0.64,1.64,9010317
2535,達欣工,202003  ,0.46,1.78,2.04,14.31,9.35,7.51,5.7,-1.84,288.28,6.54,4.96,-6.42,23.78,-1.66,7.25,0.68,0.58,1.73,42.31,-14.33,-15.76,-15.76,-1.29,-3.1,9,-0.15,200.52,55.21,44.28,55.72,125.83,1945.57,6.8,5.46,7876350,104.34,7.64,0.54,-140917,178.57,1.25,19.78,0.86,0.58,6229490
2536,宏普,202003  ,0.54,1.49,1.49,23.21,17.87,20.15,17.29,2.28,434.62,17.24,5.34,2.91,36.4,0.67,3.13,0.56,0.63,237.74,1711.72,1067.15,1097.19,1097.19,1269.63,23.21,4.11,0.89,244.34,18.1,61.46,38.54,62.71,14700.6,5.59,6.3,10975863,136.67,35.42,0.21,955363,1935.65,0.35,50.23,0.56,1.88,6789283
2537,聯上發,202003  ,0.12,0.93,0.92,20.91,11.35,11.56,11.29,0.21,218.75,11.17,9.56,-4.87,12.95,-0.72,1.06,0.12,0.12,34.24,412.74,398.84,327.04,327.04,324.09,8.42,-5.18,0.54,196.12,10.88,42.83,57.17,133.5,45031.9,1.2,1.22,4290113,196.95,12653.2,0.14,-355,2557.87,0.33,114.2,0.57,2.55,2221116
2538,基泰,202003  ,0.02,0.15,0.19,34.03,0.67,12.53,10.37,11.86,102.01,13.31,33.36,0.26,15.33,0.04,0.23,0,0.03,181.97,112.17,-81.34,-84.33,-84.33,-79.33,1.51,-8.21,-0.27,246.52,56.58,35.17,64.83,184.33,2.47964e+006,0.02,0.28,8927472,159.96,12.67,0.02,-3903158,14646.5,0.06,701.91,0.58,16.26,3871496
2539,櫻花建,202003  ,0.22,1.37,1.37,29.12,16.09,15.69,14.26,-0.4,223.41,14.21,13.04,-30.06,15.92,-3.23,1.26,0.2,0.24,290.4,1420.72,981.45,796.01,796.01,740.44,10.74,28.49,0.83,295.12,4.22,49.7,50.3,101.2,18338.1,2.44,2.38,9745046,182.78,34.4,0.2,-757094,2255.63,0.39,52.12,1.95,1.81,14391675
2540,愛山林,202003  ,0.96,3.17,3.17,46.44,29.98,25.4,17.44,-4.59,282.19,17.44,16.46,3.99,30.73,1.73,5.5,1.65,1.4,152.92,268.87,539.77,510.1,510.1,510.1,9.89,7.65,0.99,165.15,20.51,34.4,65.6,190.67,713.91,16.5,13.98,4127001,202.22,4.31,0.25,31928,1630.37,0.73,3.65,0.55,0.92,2492200
2506,太設,202003  ,-0.19,-0.78,-0.78,51.25,-13.49,-40.27,-44.01,-26.78,79.16,-44.01,64.74,-4.42,18.71,-0.65,0.42,-0.06,-0.17,-9,-18.11,-209.84,-161.96,-161.96,-162.34,1.88,-2.42,-0.21,160.75,15.06,52.57,47.43,90.23,584.54,-0.53,-1.57,3234233,89.55,5.33,0.04,-142513,8668.87,0.07,0.33,0.5,4.15,3397860
2509,全坤建,202003  ,0.2,0.85,1.01,39.87,23.92,13.34,12.91,-10.58,250.05,15.45,15.94,5.25,21.89,0.53,1.39,0.33,0.2,-60.43,-69.93,-84.52,-84.71,-84.71,-81.57,-1.21,3.1,-2.36,256.53,118.13,59.54,40.46,67.96,2951.23,3.67,2.05,3253782,58.21,9.38,0.15,192697,1212.41,0.26,6.28,0.9,3.2,4001066
2542,興富發,202003  ,0.02,-0.25,-0.44,28.04,5.05,-2.65,-4.16,-7.7,121.97,-7.21,22.99,-12.86,26.62,-9.95,1.64,0.08,-0.05,-76.91,-94.82,-102.87,-104.73,-104.73,-108.71,13.24,-18.24,-1.28,158.53,14.81,21.69,78.31,360.97,2274.13,0.9,-0.47,51618458,349.65,4.46,0.05,-554366,6585.39,0.24,2.73,1.56,2.8,47248434
2511,太子,202003  ,-0.01,-0.17,-0.11,18.17,1.39,-1.55,-1.59,-2.93,108.26,-0.97,16.78,4.14,14.66,0.25,1.62,0.02,-0.03,-9.76,-87.26,-112.09,-113.28,-113.28,-110.44,-8.09,-2.37,-0.66,281.47,79.38,46.43,53.57,115.4,597.41,0.22,-0.25,17492271,83.44,12.38,0.2,1032535,777.61,0.44,1.76,0.62,1.24,14820966
2543,皇昌,202003  ,0.02,0.23,0.23,-1.08,1.22,0.4,0.4,-0.82,47.08,0.4,-2.3,-0.48,8.33,-0.09,5.22,0.06,0.02,14.66,262.44,299.16,299.16,299.16,271.57,6.76,1.16,0.34,123.82,31.06,29.32,70.68,241.03,186.48,0.62,0.21,1045252,34.2,5.44,0.67,-11594,-100.37,2.33,3.68,0.86,0.29,1693881
2545,皇翔,202003  ,0.41,1.31,1.68,40.98,26.75,12.98,12.68,-13.76,287.89,16.27,14.23,2.82,31.14,1.63,3.2,0.86,0.42,99.04,968.02,341.71,332.1,332.1,389.15,1.09,-3.63,0.51,128.65,6.71,25.41,74.59,293.57,928.57,8.56,4.16,5436714,216.36,12.28,0.1,226932,3072.5,0.41,1.88,0.91,2.5,9291259
2514,龍邦,202003  ,-0.15,-0.63,-0.04,6.08,1.34,-2.69,-3.3,-4.03,128.38,-0.2,4.74,-10.16,21.99,-1.71,4.5,0.06,-0.12,183.98,667.17,-56.97,-71.47,-71.47,83.47,-0.32,-7.83,-0.08,229.81,111.79,46.59,53.41,114.63,5806.15,0.53,-1.07,8005920,59.93,5.04,0.35,1148233,59.15,0.76,31.63,0.66,0.51,5301950
2601,益航,202003  ,-0.36,-2.2,-1.32,57.04,3.74,-21.48,-23.54,-25.22,107.01,-14.13,53.3,-11.21,14.34,-1.8,1.8,0.07,-0.42,-43.27,-89.26,-179.72,-226.68,-226.68,-196.67,-13.46,0.42,-1.5,72,49.74,35.33,64.67,183.01,130.39,0.72,-4.14,-2802595,12.14,5.26,0.13,613262,-225.07,0.37,0.36,0.61,0.76,5444520
2603,長榮,202003  ,-0.09,-1.01,-1.01,6.77,1.14,-1.42,-1.69,-2.56,120.32,-1.69,5.63,3.93,14.24,0.52,8.88,0.1,-0.13,-4.86,-61.9,-187.17,-258.04,-258.04,-258.15,5.45,-0.17,-0.31,99.57,86.05,23.25,76.75,330.18,152.19,1.03,-1.28,-271020,20.41,11.92,0.57,5573249,-3.34,2.4,1.58,0.65,0.24,44520000
2605,新興,202003  ,0.07,0.32,0.32,12.72,8.83,4.24,4.42,-4.59,327.15,4.42,3.89,13.06,26.3,0.5,2.03,0.18,0.09,29.53,281.9,143.77,149.41,149.41,149.41,-6.31,-2.94,0.63,236.32,213,71.9,28.1,39.09,117.12,1.8,0.86,3048778,3.23,9.62,0.21,544215,37.84,0.29,0.27,0.43,1.43,6555954
2607,榮運,202003  ,0.15,0.71,0.72,14.42,11.12,10.87,8.99,-0.25,437.15,9.05,3.3,34.97,20.99,0.86,1.68,0.19,0.18,-6.73,-21.18,-17.47,-17.1,-17.1,-16.72,-3.61,-2.05,-0.13,223.39,220.4,65.54,34.46,52.58,112.87,1.86,1.82,3240253,4.44,7.27,0.21,606128,30.4,0.32,0.3,0.55,1.61,12272122
