證券代碼,簡稱,年月,交易所主產業代碼,交易所子產業代碼,TEJ主產業代碼,TEJ子產業代碼
3504,揚明光,200903  ,M2300,M2326,23C,23CZ1
3515,華擎,200903  ,M2300,M2325,23B,23B1
3518,柏騰,200903  ,M2300,M2331,23H,23H2
3532,台勝科,200903  ,M2300,M2324,23G,23G3C
3533,嘉澤,200903  ,M2300,M2328,23D,23D2
3535,晶彩科,200903  ,M2300,M2326,23H,23H2
3536,誠創,200903  ,M2300,M2326,23C,23C8C
3545,敦泰,200903  ,M2300,M2324,23G,23G5
3550,聯穎,200903  ,M2300,M2328,23D,23D2
3557,嘉威,200903  ,M2300,M2326,23C,23C8C
3563,牧德,200903  ,M2300,M2331,23H,23H2
3576,聯合再生,200903  ,M2300,M2326,23C,23C7C
3588,通嘉,200903  ,N.A.,N.A.,N.A.,N.A.
3591,艾笛森,200903  ,M2300,M2326,23C,23C6C
3593,力銘,200903  ,M2300,M2326,23D,23D3
3596,智易,200903  ,M2300,M2327,23E,23E1
3605,宏致,200903  ,M2300,M2328,23D,23D2
3607,谷崧,200903  ,M2300,M2328,23D,23D4
3617,碩天,200903  ,M2300,M2331,23D,23D3
3622,洋華,200903  ,M2300,M2326,23C,23C8D
3653,健策,200903  ,M2300,M2328,23D,23D9C
3669,圓展,200903  ,M2300,M2300,23U,23U1
3686,達能,200903  ,M2300,M2300,23C,23C7B
3694,海華,200903  ,M2300,M2300,23E,23E2
3701,大眾控,200903  ,M2300,M2325,23A,23A1
3702,大聯大,200903  ,M2300,M2329,23T,23T2
4104,佳醫,200903  ,M1700,M1722,17G,17G
4106,雃博,200903  ,M1700,M1722,17G,17G
4108,懷特,200903  ,M1700,M1722,17C,17C1
4119,旭富,200903  ,M1700,M1722,17C,17C1
4133,亞諾法,200903  ,M1700,M1722,17C,17C1
4306,炎洲,200903  ,M1300,M1300,13A,13A9
4414,如興,200903  ,M1400,M1400,14C,14C1
4426,利勤,200903  ,M1400,M1400,14C,14C2
4526,東台,200903  ,M1500,M1500,15A,15A1
4532,瑞智,200903  ,M1500,M1500,15C,15C1
4720,德淵,200903  ,M1700,M1721,17F,17F
4722,國精化,200903  ,M1700,M1721,17F,17F
4904,遠傳,200903  ,M2300,M2327,23K,23K3
4906,正文,200903  ,M2300,M2327,23E,23E2
4919,新唐,200903  ,M2300,M2300,23G,23G5
4934,太極,200903  ,M2300,M2300,23C,23C7C
4938,和碩,200903  ,M2300,M2300,23A,23A2
5007,三星,200903  ,M2000,M2000,20A,20A1
5203,訊連,200903  ,M2300,M2330,23X,23X2
5388,中磊,200903  ,M2300,M2327,23E,23E2
5434,崇越,200903  ,M2300,M2329,23T,23T2
5469,瀚宇博,200903  ,M2300,M2328,23B,23B2D
5471,松翰,200903  ,M2300,M2324,23G,23G5
5484,慧友,200903  ,M2300,M2326,23C,23C9
5515,建國,200903  ,M2500,M2500,25B,25B
5519,隆大,200903  ,M2500,M2500,25B,25B
5521,工信,200903  ,M2500,M2500,25B,25B
5522,遠雄,200903  ,M2500,M2500,25A,25A
5525,順天,200903  ,M2500,M2500,25A,25A
5531,鄉林,200903  ,M2500,M2500,25A,25A
5533,皇鼎,200903  ,M2500,M2500,25A,25A
5534,長虹,200903  ,M2500,M2500,25A,25A
5607,遠雄港,200903  ,M2600,M2600,26C,26C
5608,四維航,200903  ,M2600,M2600,26A,26A1
5706,鳳凰,200903  ,M2700,M2700,27C,27C
5876,上海商銀,200903  ,M2800,M2810,28A,28A
6005,群益證,200903  ,M2800,M3000,30A,30A
6024,群益期,200903  ,M2800,M3000,30C,30C
6108,競國,200903  ,M2300,M2328,23B,23B2D
6112,聚碩,200903  ,M2300,M2327,23X,23X1
6115,鎰勝,200903  ,M2300,M2328,23D,23D2
6116,彩晶,200903  ,M2300,M2326,23C,23C8A
6117,迎廣,200903  ,M2300,M2325,23D,23D4
6120,達運,200903  ,M2300,M2326,23C,23C8B
6128,上福,200903  ,M2300,M2325,23D,23D9D
6131,鈞泰,200903  ,M2300,M2326,23C,23C9
6133,金橋,200903  ,M2300,M2328,23D,23D2
6136,富爾特,200903  ,M2300,M2327,23T,23T2
6139,亞翔,200903  ,M2300,M2331,23H,23H1
6141,柏承,200903  ,M2300,M2328,23B,23B2D
6142,友勁,200903  ,M2300,M2327,23E,23E2
6152,百一,200903  ,M2300,M2327,23K,23K2
6153,嘉聯益,200903  ,M2300,M2328,23B,23B2C
6155,鈞寶,200903  ,M2300,M2328,23D,23D5
6164,華興,200903  ,M2300,M2326,23C,23C6C
6165,浪凡,200903  ,M2300,M2328,23D,23D2
6166,凌華,200903  ,M2300,M2325,23B,23B5B
6168,宏齊,200903  ,M2300,M2326,23C,23C6C
6172,互億,200903  ,M2300,M2325,23E,23E1
6176,瑞儀,200903  ,M2300,M2326,23C,23C8B
6177,達麗,200903  ,N.A.,N.A.,N.A.,N.A.
6183,關貿,200903  ,M2300,M2330,23K,23K4
6184,大豐電,200903  ,N.A.,N.A.,N.A.,N.A.
6189,豐藝,200903  ,M2300,M2329,23T,23T2
6191,精成科,200903  ,M2300,M2328,23B,23B2B
6192,巨路,200903  ,M2300,M2331,23T,23T2
6196,帆宣,200903  ,M2300,M2331,23H,23H1
6197,佳必琪,200903  ,M2300,M2331,23D,23D2
6201,亞弘電,200903  ,M9900,M9900,23U,23U2
6202,盛群,200903  ,M2300,M2324,23G,23G5
6205,詮欣,200903  ,M2300,M2328,23D,23D2
6206,飛捷,200903  ,M2300,M2325,23B,23B5A
6209,今國光,200903  ,M2300,M2326,23U,23U1
6213,聯茂,200903  ,M2300,M2328,23B,23B3A
6214,精誠,200903  ,M2300,M2330,23X,23X1
6215,和椿,200903  ,M2300,M2331,23H,23H2
6216,居易,200903  ,M2300,M2327,23E,23E1
6224,聚鼎,200903  ,M2300,M2328,23D,23D5
6225,天瀚,200903  ,M2300,M2326,23U,23U1
6226,光鼎,200903  ,M2300,M2326,23C,23C6C
6230,尼得科超眾,200903  ,M2300,M2325,23D,23D9B
6235,華孚,200903  ,M2300,M2325,23D,23D4
6239,力成,200903  ,M2300,M2324,23G,23G2
6243,迅杰,200903  ,M2300,M2324,23G,23G5
6251,定穎,200903  ,M2300,M2328,23B,23B2D
6257,矽格,200903  ,M2300,M2324,23G,23G2
6269,台郡,200903  ,M2300,M2328,23B,23B2C
6271,同欣電,200903  ,M2300,M2324,23C,23C6C
6277,宏正,200903  ,M2300,M2325,23C,23C3
6278,台表科,200903  ,M2300,M2326,23B,23B2B
6281,全國電,200903  ,M2300,M2329,23T,23T1
6282,康舒,200903  ,M2300,M2328,23D,23D3
6283,淳安,200903  ,M2300,M2331,23C,23C8E
6285,啟碁,200903  ,M2300,M2327,23K,23K2
6289,華上,200903  ,M2300,M2326,23C,23C6B
6505,台塑化,200903  ,M9700,M9700,13C,13C
6605,帝寶,200903  ,M1500,M1500,15D,15D
8016,矽創,200903  ,M2300,M2324,23G,23G5
8021,尖點,200903  ,M2300,M2331,23B,23B3X
8033,雷虎,200903  ,M9900,M9900,99Z,99ZC
8039,台虹,200903  ,M2300,M2328,23B,23B3C
8046,南電,200903  ,M2300,M2328,23B,23B2A
8070,長華,200903  ,M2300,M2329,23T,23T2
8072,陞泰,200903  ,M2300,M2326,23C,23C9
8081,致新,200903  ,M2300,M2324,23G,23G5
8101,華冠,200903  ,M2300,M2327,23K,23K1
8103,瀚荃,200903  ,M2300,M2328,23D,23D2
8105,凌巨,200903  ,M2300,M2326,23C,23C8D
8110,華東,200903  ,M2300,M2324,23G,23G2
8112,至上,200903  ,M2300,M2329,23T,23T2
8114,振樺電,200903  ,M2300,M2325,23B,23B5A
8131,福懋科,200903  ,M2300,M2324,23G,23G2
8163,達方,200903  ,M2300,M2328,23C,23C3
8201,無敵,200903  ,M2300,M2331,23Z,23Z
8210,勤誠,200903  ,M2300,M2325,23D,23D4
8213,志超,200903  ,M2300,M2328,23B,23B2D
8249,菱光,200903  ,M2300,M2328,23C,23C2
8261,富鼎,200903  ,M2300,M2324,23G,23G5
8271,宇瞻,200903  ,M2300,M2324,23G,23G3B
8374,羅昇,200903  ,M1500,M1500,15A,15A2
8926,台汽電,200903  ,M9700,M9700,99D,99D3
8940,新天地,200903  ,M2700,M2700,27A,27A2
8996,高力,200903  ,M1500,M1500,20A,20A9
9105,泰金寶-DR,200903  ,M2300,M2300,23E,23E1
911616,杜康-DR,200903  ,M9900,M9900,12Z,12Z
9902,台火,200903  ,M9900,M9900,99Z,99ZC
9904,寶成,200903  ,M9900,M9900,99K,99K
9905,大華,200903  ,M9900,M9900,20B,20B
9906,欣巴巴,200903  ,M9900,M9900,20B,20B
9907,統一實,200903  ,M9900,M9900,20B,20B
9908,大台北,200903  ,M9700,M9700,99D,99D2
9910,豐泰,200903  ,M9900,M9900,99K,99K
9911,櫻花,200903  ,M9900,M9900,99B,99B
9912,偉聯,200903  ,M2300,M2325,23C,23C1
9914,美利達,200903  ,M9900,M9900,99Z,99Z1
9917,中保科,200903  ,M9900,M9900,99I,99I
9918,欣天然,200903  ,M9700,M9700,99D,99D2
9919,康那香,200903  ,M9900,M9900,14F,14F
9921,巨大,200903  ,M9900,M9900,99Z,99Z1
9924,福興,200903  ,M9900,M9900,99B,99B
9925,新保,200903  ,M9900,M9900,99I,99I
9926,新海,200903  ,M9700,M9700,99D,99D2
9927,泰銘,200903  ,M9900,M9900,20A,20A5
9928,中視,200903  ,M9900,M9900,99H,99H
9929,秋雨,200903  ,M9900,M9900,99C,99C
9930,中聯資源,200903  ,N.A.,N.A.,N.A.,N.A.
9931,欣高,200903  ,M9700,M9700,99D,99D2
9933,中鼎,200903  ,M9900,M9900,25C,25C
9934,成霖,200903  ,M9900,M9900,99B,99B
9935,慶豐富,200903  ,M9900,M9900,99B,99B
9937,全國,200903  ,M9700,M9700,99D,99D1
9938,百和,200903  ,M9900,M9900,14Z,14Z
9939,宏全,200903  ,M9900,M9900,13B,13B
9940,信義,200903  ,M9900,M9900,25D,25D
9941,裕融,200903  ,M9900,M9900,28K,28K
9942,茂順,200903  ,M9900,M9900,15D,15D
9943,好樂迪,200903  ,M9900,M9900,27B,27B
9944,新麗,200903  ,M9900,M9900,14F,14F
9945,潤泰新,200903  ,M9900,M9900,25A,25A
9946,三發地產,200903  ,M9900,M9900,99Z,99ZX
9955,佳龍,200903  ,M9900,M9900,99Z,99ZC
9958,世紀鋼,200903  ,M2000,M2000,20A,20A2
1101,台泥,200903  ,M1100,M1100,11A,11A
1102,亞泥,200903  ,M1100,M1100,11A,11A
1103,嘉泥,200903  ,M1100,M1100,11A,11A
1104,環泥,200903  ,M1100,M1100,11A,11A
1108,幸福,200903  ,M1100,M1100,11A,11A
1109,信大,200903  ,M1100,M1100,11A,11A
1110,東泥,200903  ,M1100,M1100,11A,11A
1201,味全,200903  ,M1200,M1200,12C,12C
1203,味王,200903  ,M1200,M1200,12Z,12Z
1210,大成,200903  ,M1200,M1200,12B,12B
1213,大飲,200903  ,M1200,M1200,12C,12C
1215,卜蜂,200903  ,M1200,M1200,12B,12B
1216,統一,200903  ,M1200,M1200,12C,12C
1217,愛之味,200903  ,M1200,M1200,12A,12A
1218,泰山,200903  ,M1200,M1200,12B,12B
1219,福壽,200903  ,M1200,M1200,12B,12B
1220,台榮,200903  ,M1200,M1200,12B,12B
1225,福懋油,200903  ,M1200,M1200,12B,12B
1227,佳格,200903  ,M1200,M1200,12Z,12Z
1229,聯華,200903  ,M1200,M1200,12B,12B
1231,聯華食,200903  ,M1200,M1200,12Z,12Z
1232,大統益,200903  ,M1200,M1200,12B,12B
1233,天仁,200903  ,M1200,M1200,12Z,12Z
1234,黑松,200903  ,M1200,M1200,12C,12C
1235,興泰,200903  ,M1200,M1200,12B,12B
1236,宏亞,200903  ,M1200,M1200,12Z,12Z
1301,台塑,200903  ,M1300,M1300,13A,13A1
1303,南亞,200903  ,M1300,M1300,13A,13A1
1304,台聚,200903  ,M1300,M1300,13A,13A1
1305,華夏,200903  ,M1300,M1300,13A,13A1
1307,三芳,200903  ,M1300,M1300,13A,13A6
1308,亞聚,200903  ,M1300,M1300,13A,13A1
9929,秋雨,201003  ,M9900,M9900,99C,99C
9924,福興,201003  ,M9900,M9900,99B,99B
9930,中聯資源,201003  ,N.A.,N.A.,N.A.,N.A.
8996,高力,201003  ,M1500,M1500,20A,20A9
9925,新保,201003  ,M9900,M9900,99I,99I
9931,欣高,201003  ,M9700,M9700,99D,99D2
9933,中鼎,201003  ,M9900,M9900,25C,25C
9934,成霖,201003  ,M9900,M9900,99B,99B
9926,新海,201003  ,M9700,M9700,99D,99D2
9935,慶豐富,201003  ,M9900,M9900,99B,99B
9937,全國,201003  ,M9700,M9700,99D,99D1
9938,百和,201003  ,M9900,M9900,14Z,14Z
9939,宏全,201003  ,M9900,M9900,13B,13B
9919,康那香,201003  ,M9900,M9900,14F,14F
9940,信義,201003  ,M9900,M9900,25D,25D
9941,裕融,201003  ,M9900,M9900,28K,28K
9942,茂順,201003  ,M9900,M9900,15D,15D
9943,好樂迪,201003  ,M9900,M9900,27B,27B
9927,泰銘,201003  ,M9900,M9900,20A,20A5
9928,中視,201003  ,M9900,M9900,99H,99H
9921,巨大,201003  ,M9900,M9900,99Z,99Z1
9944,新麗,201003  ,M9900,M9900,14F,14F
9955,佳龍,201003  ,M9900,M9900,99L,99L1
9958,世紀鋼,201003  ,M2000,M2000,20A,20A2
1109,信大,201003  ,M1100,M1100,11A,11A
1110,東泥,201003  ,M1100,M1100,11A,11A
1201,味全,201003  ,M1200,M1200,12C,12C
1215,卜蜂,201003  ,M1200,M1200,12B,12B
1216,統一,201003  ,M1200,M1200,12C,12C
1217,愛之味,201003  ,M1200,M1200,12A,12A
1104,環泥,201003  ,M1100,M1100,11A,11A
1108,幸福,201003  ,M1100,M1100,11A,11A
1234,黑松,201003  ,M1200,M1200,12C,12C
1235,興泰,201003  ,M1200,M1200,12B,12B
1236,宏亞,201003  ,M1200,M1200,12Z,12Z
1203,味王,201003  ,M1200,M1200,12Z,12Z
1210,大成,201003  ,M1200,M1200,12B,12B
1213,大飲,201003  ,M1200,M1200,12C,12C
1231,聯華食,201003  ,M1200,M1200,12Z,12Z
1232,大統益,201003  ,M1200,M1200,12B,12B
1233,天仁,201003  ,M1200,M1200,12Z,12Z
1218,泰山,201003  ,M1200,M1200,12B,12B
1219,福壽,201003  ,M1200,M1200,12B,12B
1220,台榮,201003  ,M1200,M1200,12B,12B
1304,台聚,201003  ,M1300,M1300,13A,13A1
1225,福懋油,201003  ,M1200,M1200,12B,12B
1227,佳格,201003  ,M1200,M1200,12Z,12Z
1305,華夏,201003  ,M1300,M1300,13A,13A1
1229,聯華,201003  ,M1200,M1200,12B,12B
1307,三芳,201003  ,M1300,M1300,13A,13A6
1308,亞聚,201003  ,M1300,M1300,13A,13A1
1309,台達化,201003  ,M1300,M1300,13A,13A1
1310,台苯,201003  ,M1300,M1300,13A,13A1
1315,達新,201003  ,M1300,M1300,13A,13A8
1301,台塑,201003  ,M1300,M1300,13A,13A1
1303,南亞,201003  ,M1300,M1300,13A,13A1
1316,上曜,201003  ,M1300,M1300,13A,13A6
1319,東陽,201003  ,M1300,M1300,15D,15D
1101,台泥,201003  ,M1100,M1100,11A,11A
1102,亞泥,201003  ,M1100,M1100,11A,11A
1103,嘉泥,201003  ,M1100,M1100,11A,11A
1321,大洋,201003  ,M1300,M1300,13A,13A8
1323,永裕,201003  ,M1300,M1300,13A,13A8
1324,地球,201003  ,M1300,M1300,13A,13A9
1416,廣豐,201003  ,M1400,M1400,14B,14B1
1417,嘉裕,201003  ,M1400,M1400,14C,14C1
1414,東和,201003  ,M1400,M1400,14A,14A1
1442,名軒,201003  ,N.A.,N.A.,N.A.,N.A.
1443,立益,201003  ,M1400,M1400,14B,14B1
1436,華友聯,201003  ,M2500,M2500,25A,25A
1418,東華,201003  ,M1400,M1400,14B,14B2
1312,國喬,201003  ,M1300,M1300,13A,13A1
1313,聯成,201003  ,M1300,M1300,13A,13A7
1314,中石化,201003  ,M1300,M1300,13A,13A5
1419,新紡,201003  ,N.A.,N.A.,N.A.,N.A.
1423,利華,201003  ,M1400,M1400,14D,14D2
1432,大魯閣,201003  ,M1400,M1400,14C,14C2
1437,勤益控,201003  ,M2300,M2324,23G,23G2
1337,再生-KY,201003  ,M1300,M1300,13B,13B
1438,三地開發,201003  ,M1400,M1400,14B,14B1
1434,福懋,201003  ,M1400,M1400,14C,14C2
1435,中福,201003  ,M2300,M2329,23E,23E1
1325,恒大,201003  ,M1300,M1300,14F,14F
1326,台化,201003  ,M1300,M1300,13A,13A1
1402,遠東新,201003  ,M1400,M1400,14A,14A1
1409,新纖,201003  ,M1400,M1400,14A,14A1
1410,南染,201003  ,M1400,M1400,14E,14E
1413,宏洲,201003  ,M1400,M1400,14A,14A2
1444,力麗,201003  ,M1400,M1400,14A,14A2
1445,大宇,201003  ,M1400,M1400,14C,14C2
1446,宏和,201003  ,M1400,M1400,14C,14C2
1447,力鵬,201003  ,M1400,M1400,14A,14A7
1449,佳和,201003  ,M1400,M1400,14C,14C2
1451,年興,201003  ,M1400,M1400,14C,14C1
1452,宏益,201003  ,M1400,M1400,14A,14A2
1453,大將,201003  ,M1400,M1400,14B,14B1
1454,台富,201003  ,M1400,M1400,14C,14C2
1455,集盛,201003  ,M1400,M1400,14A,14A7
1456,怡華,201003  ,M1400,M1400,14C,14C2
1457,宜進,201003  ,M1400,M1400,14A,14A2
1459,聯發,201003  ,N.A.,N.A.,N.A.,N.A.
1460,宏遠,201003  ,M1400,M1400,14C,14C2
1463,強盛,201003  ,M1400,M1400,14E,14E
1464,得力,201003  ,M1400,M1400,14C,14C2
1439,中和,201003  ,M1400,M1400,14D,14D2
1440,南紡,201003  ,M1400,M1400,14A,14A1
1441,大東,201003  ,M1400,M1400,14B,14B1
1474,弘裕,201003  ,M1400,M1400,14C,14C2
1475,業旺,201003  ,M1400,M1400,14C,14C2
1476,儒鴻,201003  ,M1400,M1400,14C,14C2
1477,聚陽,201003  ,M1400,M1400,14C,14C1
1503,士電,201003  ,M1500,M1500,15B,15B1
1504,東元,201003  ,M1500,M1500,15B,15B1
1465,偉全,201003  ,M1400,M1400,14C,14C2
1466,聚隆,201003  ,M1400,M1400,14A,14A7
1467,南緯,201003  ,M1400,M1400,14C,14C1
1506,正道,201003  ,M1500,M1500,15D,15D
1507,永大,201003  ,M1500,M1500,15B,15B1
1512,瑞利,201003  ,M1500,M1500,15D,15D
1513,中興電,201003  ,M1500,M1500,15B,15B1
1514,亞力,201003  ,M1500,M1500,15B,15B1
1515,力山,201003  ,M1500,M1500,15A,15A1
1468,昶和,201003  ,M1400,M1400,14C,14C2
1470,大統新創,201003  ,M1400,M1400,14E,14E
1473,台南,201003  ,M1400,M1400,14C,14C1
1516,川飛,201003  ,M1500,M1500,99Z,99ZC
1517,利奇,201003  ,M1500,M1500,15E,15E
1519,華城,201003  ,M1500,M1500,15B,15B1
1471,首利,201003  ,M2300,M2328,23D,23D3
1472,三洋紡,201003  ,M1400,M1400,14A,14A7
1533,車王電,201003  ,M1500,M1500,15D,15D
1535,中宇,201003  ,M1500,M1500,15B,15B2
1536,和大,201003  ,M1500,M1500,15D,15D
1524,耿鼎,201003  ,M1500,M1500,15D,15D
1525,江申,201003  ,M1500,M1500,15D,15D
1526,日馳,201003  ,M1500,M1500,15E,15E
1537,廣隆,201003  ,M1500,M1500,15Z,15Z
1538,正峰,201003  ,M1500,M1500,15A,15A1
1539,巨庭,201003  ,M1500,M1500,15A,15A1
1558,伸興,201003  ,M1500,M1500,15A,15A3
1540,喬福,201003  ,M1500,M1500,15A,15A1
1541,錩泰,201003  ,N.A.,N.A.,N.A.,N.A.
1521,大億,201003  ,M1500,M1500,15D,15D
1522,堤維西,201003  ,M1500,M1500,15D,15D
1609,大亞,201003  ,M1600,M1600,16,16
1527,鑽全,201003  ,M1500,M1500,15A,15A1
1528,恩德,201003  ,M1500,M1500,15A,15A1
1529,樂士,201003  ,M1500,M1500,15B,15B1
1604,聲寶,201003  ,M2300,M2325,15C,15C1
1605,華新,201003  ,M1600,M1600,16,16
1608,華榮,201003  ,M1600,M1600,16,16
1582,信錦,201003  ,M2300,M2328,23D,23D4
1583,程泰,201003  ,M1500,M1500,15A,15A1
1530,亞崴,201003  ,M1500,M1500,15A,15A1
1531,高林股,201003  ,M1500,M1500,15A,15A3
1532,勤美,201003  ,M2000,M2000,20A,20A2
1590,亞德客-KY,201003  ,M1500,M1500,15A,15A2
1603,華電,201003  ,M1600,M1600,16,16
1617,榮星,201003  ,M1600,M1600,16,16
1708,東鹼,201003  ,M1700,M1721,17Z,17Z
1709,和益,201003  ,M1700,M1721,17E,17E1
1710,東聯,201003  ,M1700,M1721,13A,13A5
1614,三洋電,201003  ,M1600,M1600,15C,15C1
1615,大山,201003  ,M1600,M1600,16,16
1616,億泰,201003  ,M1600,M1600,16,16
1560,中砂,201003  ,M1500,M1500,15A,15A2
1702,南僑,201003  ,M1200,M1200,12B,12B
1707,葡萄王,201003  ,M1700,M1722,17C,17C2
1618,合機,201003  ,M1600,M1600,16,16
1701,中化,201003  ,M1700,M1722,17C,17C1
1725,元禎,201003  ,M1700,M1721,17Z,17Z
1726,永記,201003  ,M1700,M1721,17B,17B
1714,和桐,201003  ,M1700,M1721,17E,17E1
1724,台硝,201003  ,M1700,M1721,17Z,17Z
1611,中電,201003  ,M1600,M1600,15C,15C4
1612,宏泰,201003  ,M1600,M1600,16,16
1731,美吾華,201003  ,M1700,M1722,17C,17C1
1732,毛寶,201003  ,M1700,M1721,17E,17E2
1733,五鼎,201003  ,M1700,M1722,17G,17G
1786,科妍,201003  ,M1700,M1700,17G,17G
1711,永光,201003  ,M1700,M1721,17B,17B
1712,興農,201003  ,M1700,M1721,17C,17C3
1713,國化,201003  ,M1700,M1721,17B,17B
1717,長興,201003  ,M1700,M1721,17F,17F
1718,中纖,201003  ,M1700,M1721,13A,13A5
1720,生達,201003  ,M1700,M1722,17C,17C1
1721,三晃,201003  ,M1700,M1721,17F,17F
1722,台肥,201003  ,M1700,M1721,17C,17C3
1737,臺鹽,201003  ,M1700,M1721,17C,17C2
1723,中碳,201003  ,M1700,M1721,17Z,17Z
1802,台玻,201003  ,M1800,M1800,18,18
1805,寶徠,201003  ,M1800,M1800,25A,25A
1727,中華化,201003  ,M1700,M1721,17Z,17Z
1730,花仙子,201003  ,M1700,M1721,17E,17E2
1789,神隆,201003  ,M1700,M1700,17C,17C1
1806,冠軍,201003  ,M1800,M1800,18,18
1795,美時,201003  ,M1700,M1722,17C,17C1
1810,和成,201003  ,M1800,M1800,18,18
1903,士紙,201003  ,M1900,M1900,19A,19A
1904,正隆,201003  ,M1900,M1900,19A,19A
1905,華紙,201003  ,M1900,M1900,19B,19B
1808,潤隆,201003  ,M2500,M2500,25A,25A
1809,中釉,201003  ,M1800,M1800,18,18
1734,杏輝,201003  ,M1700,M1722,17C,17C1
1735,日勝化,201003  ,M1700,M1721,17F,17F
1736,喬山,201003  ,M1700,M1722,17G,17G
2002,中鋼,201003  ,M2000,M2000,20A,20A3
2006,東和鋼鐵,201003  ,M2000,M2000,20A,20A2
2007,燁興,201003  ,M2000,M2000,20A,20A1
1773,勝一,201003  ,M1700,M1721,17Z,17Z
1906,寶隆,201003  ,M1900,M1900,19A,19A
1907,永豐餘,201003  ,M1900,M1900,19A,19A
1909,榮成,201003  ,M1900,M1900,19A,19A
1762,中化生,201003  ,M1700,M1722,17C,17C1
2009,第一銅,201003  ,M2000,M2000,20A,20A4
2010,春源,201003  ,M2000,M2000,20A,20A3
2008,高興昌,201003  ,M2000,M2000,20A,20A3
2012,春雨,201003  ,M2000,M2000,20A,20A1
2013,中鋼構,201003  ,M2000,M2000,20A,20A2
2014,中鴻,201003  ,M2000,M2000,20A,20A3
2034,允強,201003  ,M2000,M2000,20A,20A7
2020,美亞,201003  ,M2000,M2000,20A,20A7
2022,聚亨,201003  ,M2000,M2000,20A,20A1
2023,燁輝,201003  ,M2000,M2000,20A,20A3
2024,志聯,201003  ,M2000,M2000,20A,20A1
2015,豐興,201003  ,M2000,M2000,20A,20A2
2032,新鋼,201003  ,M2000,M2000,20A,20A6
2033,佳大,201003  ,M2000,M2000,20A,20A1
2017,官田鋼,201003  ,M2000,M2000,20A,20A1
2104,國際中橡,201003  ,M2100,M2100,21C,21C
2105,正新,201003  ,M2100,M2100,21A,21A
2109,華豐,201003  ,M2100,M2100,21A,21A
2114,鑫永銓,201003  ,M2100,M2100,21B,21B1
2201,裕隆,201003  ,M2200,M2200,22A,22A
2025,千興,201003  ,M2000,M2000,20A,20A6
2027,大成鋼,201003  ,M2000,M2000,20A,20A6
2028,威致,201003  ,M2000,M2000,20A,20A2
2103,台橡,201003  ,M2100,M2100,21C,21C
2107,厚生,201003  ,M2100,M2100,21B,21B2
2108,南帝,201003  ,M2100,M2100,21C,21C
2106,建大,201003  ,M2100,M2100,21A,21A
2204,中華,201003  ,M2200,M2200,22A,22A
2038,海光,201003  ,M2000,M2000,20A,20A2
2049,上銀,201003  ,M1500,M1500,15A,15A2
2206,三陽工業,201003  ,M2200,M2200,22A,22A
2207,和泰車,201003  ,M2200,M2200,22X,22X
2227,裕日車,201003  ,M2200,M2200,22X,22X
2029,盛餘,201003  ,M2000,M2000,20A,20A3
2030,彰源,201003  ,M2000,M2000,20A,20A7
2031,新光鋼,201003  ,M2000,M2000,20A,20A3
2208,台船,201003  ,M2600,M2600,22B,22B1
2101,南港,201003  ,M2100,M2100,21A,21A
2102,泰豐,201003  ,M2100,M2100,21A,21A
2316,楠梓電,201003  ,M2300,M2328,23B,23B2D
2317,鴻海,201003  ,M2300,M2331,23A,23A1
2059,川湖,201003  ,M2300,M2328,20B,20B
2062,橋椿,201003  ,M9900,M9900,99B,99B
2313,華通,201003  ,M2300,M2328,23B,23B2D
2314,台揚,201003  ,M2300,M2327,23K,23K2
2231,為升,201003  ,M1500,M1500,15D,15D
2233,宇隆,201003  ,M2200,M2200,15D,15D
2312,金寶,201003  ,M2300,M2331,23E,23E1
2321,東訊,201003  ,M2300,M2327,23E,23E1
2323,中環,201003  ,M2300,M2326,23C,23C4A
2347,聯強,201003  ,M2300,M2329,23T,23T1
2355,敬鵬,201003  ,M2300,M2328,23B,23B2D
2348,海悅,201003  ,M2300,M2329,23G,23G3B
2337,旺宏,201003  ,M2300,M2324,23G,23G1B
2338,光罩,201003  ,M2300,M2324,23G,23G6
2328,廣宇,201003  ,M2300,M2328,23D,23D2
2349,錸德,201003  ,M2300,M2326,23C,23C4A
2351,順德,201003  ,M2300,M2324,23G,23G4
2301,光寶科,201003  ,M2300,M2325,23C,23C3
2302,麗正,201003  ,M2300,M2324,23D,23D1
2340,光磊,201003  ,M2300,M2326,23C,23C6B
2342,茂矽,201003  ,M2300,M2324,23G,23G1A
2303,聯電,201003  ,M2300,M2324,23G,23G1A
2305,全友,201003  ,M2300,M2325,23C,23C2
2308,台達電,201003  ,M2300,M2328,23D,23D3
2353,宏碁,201003  ,M2300,M2325,23A,23A3
2354,鴻準,201003  ,M2300,M2331,23D,23D4
2329,華泰,201003  ,M2300,M2324,23G,23G2
2330,台積電,201003  ,M2300,M2324,23G,23G1A
2344,華邦電,201003  ,M2300,M2324,23G,23G1B
2331,精英,201003  ,M2300,M2325,23B,23B1
2324,仁寶,201003  ,M2300,M2325,23A,23A2
2327,國巨,201003  ,M2300,M2328,23D,23D5
2345,智邦,201003  ,M2300,M2327,23E,23E2
2352,佳世達,201003  ,M2300,M2325,23C,23C1
2332,友訊,201003  ,M2300,M2327,23E,23E2
2356,英業達,201003  ,M2300,M2325,23A,23A2
2357,華碩,201003  ,M2300,M2325,23B,23B1
